country,year,value
Czechoslovakia,1948,3
Czechoslovakia,1952,4
Czechoslovakia,1956,2
Czechoslovakia,1960,3
Czechoslovakia,1964,11
Czechoslovakia,1968,9
Czechoslovakia,1972,5
Czechoslovakia,1976,4
Czechoslovakia,1980,4
Czechoslovakia,1984,2
Czechoslovakia,1988,2
Czechoslovakia,1992,3
Denmark,1906,4
Denmark,1908,3
Denmark,1912,5
Denmark,1920,5
Denmark,1932,1
Denmark,1948,9
Denmark,1952,1
Denmark,1956,1
Denmark,1960,2
Denmark,1968,3
Denmark,1976,2
Denmark,1980,2
Denmark,1984,2
Denmark,1988,2
Denmark,1992,2
Denmark,1996,2
Denmark,2000,4
Denmark,2004,2
Denmark,2008,2
Denmark,2012,3
Denmark,2016,6
Denmark-2,2004,1
Denmark/Sweden,1900,1
Devon and Somerset Wanderers,1900,1
Dominican Republic,2008,1
Dormy-1,1908,1
East Germany,1968,7
East Germany,1972,21
East Germany,1976,40
East Germany,1980,45
East Germany,1984,7
East Germany,1988,36
East Germany-1,1968,1
East Germany-1,1972,2
East Germany-1,1976,1
East Germany-1,1980,1
East Germany-2,1972,1
East Germany-2,1988,1
Edelweiss II-1,1920,1
Egypt,1936,1
Egypt,1948,1
Egypt,2004,2
Egypt,2012,1
Elisabeth V,1924,1
Elisabeth X,1952,1
Elsie,1920,1
Elvis Va,2008,1
Encore,1952,1
England-1,1908,1
England-1,1912,1
Erna Signe,1912,1
Espadarte,1952,1
Esterel-1,1900,1
Estonia,2000,1
Estonia,2008,1
Estonia,2016,1
Ethiopia,1960,1
Ethiopia,1964,1
Ethiopia,1992,2
Ethiopia,2000,1
Ethiopia,2004,5
Ethiopia,2008,5
Ethiopia,2012,5
Ethiopia,2016,5
Favorite Hammonia-3,1900,1
Favorite-1,1900,1
Fiji,2016,1
Finland,1912,4
Finland,1920,3
Finland,1924,7
Finland,1928,2
Finland,1932,1
Finland,1936,2
Finland,1948,6
Finland,1952,1
Finland,1960,2
Finland,1972,1
Finland,1984,2
Finland,1988,1
Finland,1992,2
Finland,1996,2
Finland,2000,2
Finland,2004,1
Finland,2008,2
Finland,2012,1
Finland,2016,1
Fornebo,1920,1
Foxhunters Hurlingham,1900,1
France,1896,1
France,1900,26
France,1904,1
France,1906,16
France,1908,10
France,1912,11
France,1920,25
France,1924,25
France,1928,11
France,1932,10
France,1936,12
France,1948,22
France,1952,8
France,1956,9
France,1960,3
France,1964,10
France,1968,5
France,1972,7
France,1976,3
France,1980,6
France,1984,16
France,1988,9
France,1992,15
France,1996,22
France,2000,21
France,2004,14
France,2008,32
France,2012,20
France,2016,20
France-1,1900,2
France-1,1924,2
France-1,1992,2
France-1,1996,1
France-1,2000,2
France-1,2004,1
France-2,1924,1
France-2,2012,1
France-3,1920,2
Frankfurt Club,1900,1
Gallant,1932,1
Gallia II,1912,1
Galt Football Club,1904,1
Gem,1964,1
Gem IV,1956,1
Georgia,2000,3
Georgia,2004,1
Georgia,2016,1
Germania II,1936,1
Germany,1896,2
Germany,1900,1
Germany,1904,2
Germany,1906,8
Germany,1908,5
Germany,1912,8
Germany,1928,10
Germany,1932,12
Germany,1936,25
Germany,1952,8
Germany,1956,6
Germany,1960,13
Germany,1964,15
Germany,1992,34
Germany,1996,27
Germany,2000,28
Germany,2004,34
Germany,2008,24
Germany,2012,20
Germany,2016,18
Germany-1,1936,1
Germany-1,1952,1
Germany-1,1960,1
Germany-1,1964,1
Germany-1,1992,1
Germany-1,1996,3
Germany-1,2000,2
Germany-1,2004,1
Germany-1,2012,1
Germany-1,2016,1
Germany-2,1992,1
Germany-2,1996,1
Germany-2,2004,2
Germany-2,2012,1
Ghana,1964,1
Ghana,1972,1
Ghana,1992,1
Gitana-2,1900,2
Great Britain,1896,4
Great Britain,1900,7
Great Britain,1904,1
Great Britain,1906,5
Great Britain,1908,36
Great Britain,1912,17
Great Britain,1920,21
Great Britain,1924,16
Great Britain,1928,9
Great Britain,1932,10
Great Britain,1936,11
Great Britain,1948,11
Great Britain,1952,8
Great Britain,1956,5
Great Britain,1960,4
Great Britain,1964,7
Great Britain,1968,8
Great Britain,1972,3
Great Britain,1976,7
Great Britain,1980,10
Great Britain,1984,18
Great Britain,1988,7
Great Britain,1992,9
Great Britain,1996,8
Great Britain,2000,16
Great Britain,2004,11
Great Britain,2008,19
Great Britain,2012,30
Great Britain,2016,28
Great Britain-1,1900,1
Great Britain-1,1908,4
Great Britain-1,1912,1
Great Britain-1,1924,2
Great Britain-1,1964,1
Great Britain-1,1984,1
Great Britain-1,2004,1
Great Britain-1,2012,1
Great Britain-2,1908,3
Great Britain-2,1912,2
Great Britain-2,1924,1
Great Britain-2,2000,1
Great Britain-3,1908,1
Great Britain/Germany,1896,1
Greece,1896,6
Greece,1906,3
Greece,1908,1
Greece,1924,1
Greece,1980,1
Greece,1992,1
Greece,1996,2
Greece,2000,2
Greece,2004,5
Greece,2008,2
Greece-1,1896,1
Greece-1,1906,1
Greece-2,1906,1
Guatemala,2012,1
Guyana,1980,1
Guyoni,1908,1
Gwendoline-2,1900,1
Gyrinus-1,1908,2
Haiti,1924,1
Haiti,1928,1
Heatherbell,1912,1
Heira II,1920,1
Hera-1,1908,1
Heroine,1908,1
Hollandia,1928,1
Hungary,1896,1
Hungary,1900,1
Hungary,1906,2
Hungary,1908,1
Hungary,1912,3
Hungary,1924,4
Hungary,1928,2
Hungary,1932,4
Hungary,1936,8
Hungary,1948,8
Hungary,1952,13
Hungary,1956,6
Hungary,1960,7
Hungary,1964,6
Hungary,1968,12
Hungary,1972,16
Hungary,1976,10
Hungary,1980,5
Hungary,1988,10
Hungary,1992,14
Hungary,1996,7
Hungary,2000,7
Hungary,2004,6
Hungary,2008,6
Hungary,2012,7
Hungary,2016,3
Hurlingham-2,1908,1
Iceland,1956,1
Iceland,2008,1
India,1928,1
India,1932,1
India,1936,1
India,1948,1
India,1952,1
India,1956,1
India,1960,1
India,1964,1
India,1968,1
India,1972,1
India,1980,1
India,2008,1
India,2012,1
Individual Olympic Athletes,1992,1
Individual Olympic Athletes,2016,2
Indonesia,1992,1
Indonesia,2016,1
Indonesia-1,1996,1
Indonesia-1,2004,1
Indonesia-1,2016,1
Iran,1960,1
Iran,1972,1
Iran,1976,1
Iran,2000,1
Iran,2012,2
Iran,2016,2
Iraq,1960,1
Ireland,1956,3
Ireland,1992,1
Ireland,2008,2
Ireland,2012,2
Ireland-2,1908,1
Israel,1992,1
Italia,1936,1
Italy,1900,2
Italy,1906,4
Italy,1908,2
Italy,1912,4
Italy,1920,14
Italy,1924,8
Italy,1928,11
Italy,1932,12
Italy,1936,13
Italy,1948,16
Italy,1952,15
Italy,1956,14
Italy,1960,23
Italy,1964,12
Italy,1968,10
Italy,1972,10
Italy,1976,10
Italy,1980,5
Italy,1984,16
Italy,1988,10
Italy,1992,18
Italy,1996,30
Italy,2000,20
Italy,2004,24
Italy,2008,15
Italy,2012,13
Italy,2016,19
Italy-1,1956,1
Italy-1,1964,1
Italy-1,1968,2
Italy-1,1972,1
Italy-1,1980,1
Italy-1,1996,1
Italy-2,1956,2
Italy-2,1964,1
Jamaica,1984,1
Jamaica,1988,1
Jamaica,1992,2
Jamaica,1996,3
Jamaica,2000,3
Jamaica,2004,4
Jamaica,2008,3
Jamaica,2012,8
Jamaica,2016,6
Japan,1928,1
Japan,1936,2
Japan,1956,2
Japan,1960,2
Japan,1964,6
Japan,1968,2
Japan,1972,2
Japan,1976,5
Japan,1984,3
Japan,1992,4
Japan,1996,3
Japan,2000,2
Japan,2004,2
Japan,2008,3
Japan,2012,5
Japan,2016,6
Jest,1956,1
Jo,1920,1
Jordan,2016,1
K Division Metropolitan Police Team-3,1908,1
Kazakhstan,1996,2
Kazakhstan,2000,2
Kazakhstan,2004,2
Kazakhstan,2008,1
Kazakhstan,2012,2
Kazakhstan,2016,2
Kenya,1968,2
Kenya,1972,2
Kenya,1984,1
Kenya,1988,1
Kenya,1992,3
Kenya,1996,1
Kenya,2000,2
Kenya,2008,1
Kenya,2012,2
Kenya,2016,2
Kerstin-1,1912,1
Kitty-1,1912,1
Kullan,1920,1
Kurush II,1948,1
Kuwait,2000,1
Kuwait,2012,1
Kyrgyzstan,2008,1
L'Aile VI,1928,1
Lalage,1936,1
"Large boat, Central Naval Prep School ""Poros""-1",1906,1
Latvia,1932,1
Latvia,1936,2
Latvia,2000,1
Latvia,2012,1
Latvia,2016,1
Latvia-1,2016,1
Leander Club #1-1,1908,1
Leander Club #2-2,1908,1
Leander Club-1,1908,1
Leander Club-1,1912,1
Leander Club-2,1908,1
Lebanon,1952,1
Lebanon,1980,1
Lerina,1900,2
Libellule de Paris,1900,1
"Life boat naval ship ""Spetsai""-1",1906,1
Lithuania,1992,1
Lithuania,1996,1
Lithuania,2000,2
Lithuania,2004,1
Lithuania,2008,1
Lithuania,2012,1
Lithuania,2016,1
Liverpool Police Team-2,1908,1
Llanoria,1952,1
London City Police-1,1908,1
Lucky Girl-1,1912,1
Ludwigshafener Ruderverein,1912,1
Luxembourg,1920,1
Luxembourg,1952,1
Magda IX,1912,1
Magdalen College Boat Club-1,1908,1
Malaysia,2016,3
Malaysia-1,1996,1
"Marinai della nave da guerra ""Varese""",1906,2
Marmi II-1,1920,1
Martha-1,1900,2
May Be,1936,1
Mexico,1932,1
Mexico,1936,1
Mexico,1948,2
Mexico,1952,1
Mexico,1956,2
Mexico,1960,1
Mexico,1964,1
Mexico,1968,1
Mexico,1976,1
Mexico,1980,1
Mexico,1984,2
Mexico,2000,2
Mexico,2008,2
Mexico,2012,4
Mexico,2016,1
Minerva Amsterdam,1900,3
Missouri Athletic Club-3,1904,2
Mohawk Indians-2,1904,1
Moldova,2012,1
Mongolia,1968,2
Mongolia,1980,1
Mongolia,1992,1
Mongolia,1996,1
Mongolia,2008,1
Mongolia,2016,2
Montenegro,2012,1
Morocco,1960,1
Morocco,1984,2
Morocco,1988,3
Morocco,1992,2
Morocco,1996,1
Morocco,2000,3
Morocco,2004,3
Morocco,2008,1
Moseley Wanderers,1900,1
Mosk II,1920,1
Mouchette-2,1908,1
Mound City Rowing Club-2,1904,1
Mutafo,1964,1
Namoussa,1924,1
Nepal,1924,1
Netherlands,1900,2
Netherlands,1908,1
Netherlands,1912,3
Netherlands,1920,6
Netherlands,1924,6
Netherlands,1928,7
Netherlands,1932,2
Netherlands,1936,3
Netherlands,1948,8
Netherlands,1952,4
Netherlands,1960,1
Netherlands,1964,7
Netherlands,1968,4
Netherlands,1972,2
Netherlands,1976,4
Netherlands,1980,3
Netherlands,1984,5
Netherlands,1988,4
Netherlands,1992,6
Netherlands,1996,8
Netherlands,2000,13
Netherlands,2004,12
Netherlands,2008,8
Netherlands,2012,11
Netherlands,2016,12
Netherlands Antilles,1988,1
Netherlands-1,2016,1
"New College, Oxford-2",1912,1
New York Athletic Club #1-1,1904,1
New York Athletic Club-1,1904,1
"New York Turnverein, New York",1904,1
New Zealand,1964,2
New Zealand,1968,2
New Zealand,1972,3
New Zealand,1976,2
New Zealand,1984,5
New Zealand,1988,5
New Zealand,1992,4
New Zealand,1996,1
New Zealand,2004,3
New Zealand,2008,7
New Zealand,2012,8
New Zealand,2016,10
Niger,1972,1
Niger,2016,1
Nigeria,1984,1
Nigeria,1992,1
Nigeria,1996,4
Nigeria,2000,2
Nigeria,2004,2
Nigeria,2008,2
Nigeria,2016,1
Nina,1912,1
Nirefs,1960,1
Norna,1928,1
North Korea,1992,1
North Korea,1996,1
North Korea,2008,1
North Korea,2012,1
North Korea,2016,1
Norway,1900,1
Norway,1904,1
Norway,1906,2
Norway,1908,2
Norway,1912,4
Norway,1920,4
Norway,1924,1
Norway,1928,6
Norway,1932,3
Norway,1936,8
Norway,1948,4
Norway,1952,12
Norway,1956,3
Norway,1960,3
Norway,1964,4
Norway,1968,6
Norway,1972,3
Norway,1976,2
Norway,1980,4
Norway,1984,4
Norway,1988,5
Norway,1992,7
Norway,1996,10
Norway,2000,12
Norway,2004,13
Norway,2008,13
Norway,2012,13
Norway,2016,14
Nykjbings paa Falster,1912,1
Olle,1900,2
Oranje,1920,1
Ormsund Roklub-2,1912,1
"Osborne Swimming Club, Manchester",1900,1
Pakistan,1956,1
Pakistan,1960,2
Pakistan,1964,1
Pakistan,1968,1
Pakistan,1972,1
Pakistan,1976,1
Pakistan,1984,1
Pakistan,1992,1
Pan,1948,1
Pan,1952,1
Paraguay,2004,1
Peru,1984,1
Peru,1988,1
"Phalainis ton Thorichtou ""Hydra""-2",1906,1
Philippines,2016,1
Pistoja/Firenze,1906,1
Poland,1928,3
Poland,1932,4
Poland,1948,1
Poland,1952,2
Poland,1960,5
Poland,1964,6
Poland,1968,4
Poland,1972,5
Poland,1976,6
Poland,1980,10
Poland,1988,4
Poland,1992,7
Poland,1996,3
Poland,2000,3
Poland,2008,3
Poland,2012,2
Poland,2016,4
Polyteknisk Roklub-1,1912,1
Portugal,1924,1
Portugal,1928,1
Portugal,1936,1
Portugal,1996,1
Portugal,2000,1
Portugal,2008,2
Puerto Rico,1992,1
Puerto Rico,2012,2
Pupilles de Neptune de Lille #2-1,1900,1
Qatar,2012,2
Qatar,2016,1
Quand-Mme-2,1900,2
Racing Club de France,1900,2
Roddklubben af 1912-1,1912,1
Romania,1924,1
Romania,1952,1
Romania,1956,3
Romania,1960,3
Romania,1964,4
Romania,1968,7
Romania,1972,9
Romania,1976,14
Romania,1980,17
Romania,1984,19
Romania,1988,9
Romania,1992,11
Romania,1996,11
Romania,2000,9
Romania,2004,8
Romania,2008,7
Romania,2012,5
Romania,2016,2
Rowing Club Castillon-3,1900,1
Royal Club Nautique de Gand,1900,1
Royal Club Nautique de Gand,1908,1
Russia,1912,1
Russia,1996,15
Russia,2000,30
Russia,2004,31
Russia,2008,39
Russia,2012,23
Russia,2016,32
Russia-1,2000,1
Russia-1,2004,2
Russia-1,2012,1
Russia-2,1996,1
Russia-2,2000,1
Santa Maria,1932,1
Sarcelle-3,1900,1
Saudi Arabia,2000,2
Saudi Arabia,2012,1
Scotia,1900,2
Scotland-3,1908,1
Seawanhaka Boat Club-1,1904,1
Senegal,1988,1
Serbia,2008,3
Serbia,2012,1
Serbia,2016,5
Serbia and Montenegro,1996,2
Serbia and Montenegro,2000,2
Serbia and Montenegro,2004,1
Silja,1936,1
Singapore,2008,1
Singapore,2012,2
Sirene,1960,1
Slaghoken,1948,1
Slaghoken II,1956,1
Slovakia,2004,1
Slovakia,2012,1
Slovakia,2016,1
Slovenia,1992,1
Slovenia,1996,2
Slovenia,2000,2
Slovenia,2004,2
Slovenia,2008,1
Slovenia,2012,2
Slovenia,2016,1
Smyrna,1906,1
Snap,1948,1
Socit Nautique de Bayonne-1,1906,1
Socit Nautique de Bayonne-2,1906,1
Socit Nautique de la Basse Seine-1,1906,2
South Africa,1920,2
South Africa,1924,1
South Africa,1928,2
South Africa,1932,2
South Africa,1936,1
South Africa,1948,3
South Africa,1952,2
South Africa,1956,2
South Africa,1960,1
South Africa,1992,1
South Africa,2004,2
South Africa,2012,1
South Africa,2016,2
South Korea,1976,1
South Korea,1984,4
South Korea,1988,5
South Korea,1992,5
South Korea,1996,4
South Korea,2000,2
South Korea,2004,4
South Korea,2008,10
South Korea,2012,5
South Korea,2016,3
South Korea-2,1988,1
Soviet Union,1952,25
Soviet Union,1956,35
Soviet Union,1960,27
Soviet Union,1964,32
Soviet Union,1968,19
Soviet Union,1972,35
Soviet Union,1976,57
Soviet Union,1980,79
Soviet Union,1984,6
Soviet Union,1988,48
Soviet Union-1,1964,1
Soviet Union-1,1968,1
Soviet Union-1,1984,2
Soviet Union-1,1988,1
Soviet Union-2,1980,1
Soviet Union-2,1984,1
Spain,1900,1
Spain,1920,2
Spain,1928,1
Spain,1932,1
Spain,1960,1
Spain,1972,1
Spain,1976,1
Spain,1980,3
Spain,1984,4
Spain,1988,2
Spain,1992,9
Spain,1996,8
Spain,2000,6
Spain,2004,12
Spain,2008,11
Spain,2012,12
Spain,2016,11
St. Louis Amateur Athletic Association,1904,1
St. Louis Southwest Turnverein #1-2,1904,1
St. Rose-2,1904,1
Stella-2,1920,1
Sweden,1900,1
Sweden,1906,2
Sweden,1908,7
Sweden,1912,29
Sweden,1920,20
Sweden,1924,11
Sweden,1928,10
Sweden,1932,6
Sweden,1936,11
Sweden,1948,17
Sweden,1952,13
Sweden,1956,9
Sweden,1960,4
Sweden,1964,2
Sweden,1968,3
Sweden,1972,5
Sweden,1976,2
Sweden,1980,5
Sweden,1984,11
Sweden,1988,6
Sweden,1992,4
Sweden,1996,4
Sweden,2000,6
Sweden,2004,4
Sweden,2008,5
Sweden,2012,5
Sweden,2016,4
Sweden-1,1912,1
Sweden-2,2008,1
Sweden-3,1912,1
Swedish Star,1932,1
Swift,1948,1
Switzerland,1900,1
Switzerland,1920,6
Switzerland,1924,8
Switzerland,1928,4
Switzerland,1936,8
Switzerland,1948,4
Switzerland,1952,7
Switzerland,1956,5
Switzerland,1960,3
Switzerland,1964,2
Switzerland,1968,6
Switzerland,1972,4
Switzerland,1976,1
Switzerland,1980,1
Switzerland,1984,5
Switzerland,1988,3
Switzerland,1996,2
Switzerland,2000,5
Switzerland,2004,6
Switzerland,2008,5
Switzerland,2012,6
Switzerland,2016,6
Switzerland-1,1936,1
Switzerland-1,1948,1
Switzerland-1,1952,2
Switzerland-1,1956,2
Switzerland-1,1968,1
Switzerland-1,1972,1
Switzerland-1,1976,1
Switzerland-1,1980,1
Switzerland-1,1988,1
Switzerland-1,1992,2
Switzerland-1,1996,2
Switzerland-1,2004,1
Switzerland-1,2008,2
Switzerland-1,2016,1
Switzerland-2,1932,1
Switzerland-2,1936,2
Switzerland-2,1948,1
Switzerland-2,1976,1
Switzerland-2,1980,1
Switzerland-2,1996,1
Switzerland-2,2004,1
Symphony,1948,1
Syria,1984,1
Syria,2004,1
Taifun,1912,1
Tajikistan,2008,2
Tajikistan,2012,1
Tango,1960,1
Tanzania,1980,1
Thailand,1992,1
Thailand,2004,2
Thailand,2008,1
Thames Rowing Club,1912,1
Thessalonki-1,1906,1
Tip,1956,1
Togo,2008,1
Tornado,1952,1
Toronto Argonauts,1904,1
Toronto Argonauts,1908,1
Trans-Mississippi Golf Association-2,1904,1
Trinidad and Tobago,1964,1
Trinidad and Tobago,1976,1
Trinidad and Tobago,1996,2
Trinidad and Tobago,2000,2
Trinidad and Tobago,2004,1
Trinidad and Tobago,2008,1
Trinidad and Tobago,2012,2
Tritons Lillois-2,1900,1
Tunisia,2016,2
Turkey,1936,1
Turkey,1948,6
Turkey,1952,1
Turkey,1956,5
Turkey,1960,4
Turkey,1964,3
Turkey,1968,2
Turkey,1972,1
Turkey,1984,2
Turkey,1992,1
Turkey,1996,2
Turkey,2000,2
Turkey,2004,4
Turkey,2008,2
Turkey,2012,2
Turkey,2016,3
Tutti V,1928,1
USFSA,1900,1
Uganda,1972,1
Ukraine,1996,4
Ukraine,2000,8
Ukraine,2004,4
Ukraine,2008,8
Ukraine,2012,5
Ukraine,2016,4
Unified Team,1992,32
Unified Team-1,1992,1
Unified Team-2,1992,1
Union des Socits Franais de Sports Athletiques,1900,3
United Arab Emirates,2004,1
United Arab Republic,1960,2
United States,1896,9
United States,1900,13
United States,1904,56
United States,1906,5
United States,1908,16
United States,1912,18
United States,1920,31
United States,1924,37
United States,1928,31
United States,1932,40
United States,1936,14
United States,1948,35
United States,1952,28
United States,1956,34
United States,1960,34
United States,1964,38
United States,1968,27
United States,1972,35
United States,1976,31
United States,1980,1
United States,1984,73
United States,1988,44
United States,1992,51
United States,1996,53
United States,2000,31
United States,2004,44
United States,2008,47
United States,2012,53
United States,2016,66
United States Golf Association-3,1904,1
United States-1,1928,1
United States-1,1932,2
United States-1,1936,1
United States-1,1948,1
United States-1,1952,2
United States-1,1956,1
United States-1,1984,1
United States-1,2000,1
United States-1,2008,3
United States-1,2012,3
United States-1,2016,1
United States-2,1904,1
United States-2,1928,1
United States-2,1932,1
United States-2,1936,1
United States-2,1948,2
United States-2,1996,1
United States-2,2004,1
United States-2,2016,1
United States/France,1900,2
United States/Great Britain,1900,1
Univ. of Brussels,1900,1
Upton Park FC,1900,1
Uruguay,1924,1
Uruguay,1928,1
Uruguay,1932,1
Uruguay,1952,1
Uruguay,1956,1
Uzbekistan,1996,2
Uzbekistan,2000,1
Uzbekistan,2004,1
Uzbekistan,2012,1
Uzbekistan,2016,2
Venezuela,1952,1
Venezuela,1984,2
Venezuela,2004,1
Venezuela,2008,1
Venezuela,2016,1
Venilia,1960,1
Vesper Boat Club,1900,1
Vesper Boat Club,1904,1
Vision,1956,1
Wannsee,1936,1
Web II,1960,1
West Germany,1968,6
West Germany,1972,12
West Germany,1976,16
West Germany,1980,2
West Germany,1984,22
West Germany,1988,15
West Germany-1,1968,2
West Germany-1,1972,2
West Germany-1,1976,2
Western Golf Association-1,1904,1
Western Rowing Club-3,1904,2
White Lady,1964,1
Widgeon,1964,1
Willem-Six,1924,1
Winnipeg Shamrocks-1,1904,1
Yugoslavia,1928,2
Yugoslavia,1948,1
Yugoslavia,1952,3
Yugoslavia,1956,2
Yugoslavia,1960,1
Yugoslavia,1964,3
Yugoslavia,1968,5
Yugoslavia,1972,2
Yugoslavia,1976,1
Yugoslavia,1980,5
Yugoslavia,1984,5
Yugoslavia,1988,7
Zimbabwe,1980,1
Zimbabwe,2004,3
Zimbabwe,2008,4
